ID,purchaseOrderId,lineNumber,ProductId,Quantity,unitOfMeasure,Status,Value,valueCurrency
df3c8403-4220-4f60-86c6-d0dd11a99562-10,df3c8403-4220-4f60-86c6-d0dd11a99562,10,PART003-2,490,Each,Active,73500,USD
18bd4f18-b222-4b6c-9750-f485a6bc8263-10,18bd4f18-b222-4b6c-9750-f485a6bc8263,10,PART003-2,230,Each,Active,34500,USD
18bd4f18-b222-4b6c-9750-f485a6bc8263-20,18bd4f18-b222-4b6c-9750-f485a6bc8263,20,PART006,350,Each,Active,70000,USD
18bd4f18-b222-4b6c-9750-f485a6bc8263-30,18bd4f18-b222-4b6c-9750-f485a6bc8263,30,PART001,170,Each,Active,38250,USD
3a7f44dd-4ff1-43a3-ac9a-1197d34af705-10,3a7f44dd-4ff1-43a3-ac9a-1197d34af705,10,PART003,280,Each,Active,42000,USD
3a7f44dd-4ff1-43a3-ac9a-1197d34af705-20,3a7f44dd-4ff1-43a3-ac9a-1197d34af705,20,PART003-3,140,Each,Active,28000,USD
957fe570-a9e3-4eb5-b569-492de4540eb4-10,957fe570-a9e3-4eb5-b569-492de4540eb4,10,PART005,260,Each,Active,39000,USD
eab09e46-7631-4e57-87d6-f866636f2488-10,eab09e46-7631-4e57-87d6-f866636f2488,10,PART003-1,500,Each,Active,50000,USD
b92240d4-33cd-4be2-9bbe-953eab25e3e4-10,b92240d4-33cd-4be2-9bbe-953eab25e3e4,10,PART003,270,Each,Active,40500,USD
b92240d4-33cd-4be2-9bbe-953eab25e3e4-20,b92240d4-33cd-4be2-9bbe-953eab25e3e4,20,PART004,140,Each,Active,24500,USD
9c942746-ccc1-443d-ab8c-d9d1008c290b-10,9c942746-ccc1-443d-ab8c-d9d1008c290b,10,PART002,390,Each,Active,29250,USD
3f9a8c6d-d2a1-4fb0-92f2-0a47a821fe0f-10,3f9a8c6d-d2a1-4fb0-92f2-0a47a821fe0f,10,PART003-2,430,Each,Active,64500,USD
3f9a8c6d-d2a1-4fb0-92f2-0a47a821fe0f-20,3f9a8c6d-d2a1-4fb0-92f2-0a47a821fe0f,20,PART003,70,Each,Active,10500,USD
abe2156e-9e0e-45be-892c-709c52fdd28c-10,abe2156e-9e0e-45be-892c-709c52fdd28c,10,PART003,90,Each,Active,13500,USD
e5674d1a-3f60-412b-8fc9-bcca117d29ec-10,e5674d1a-3f60-412b-8fc9-bcca117d29ec,10,PART002,230,Each,Active,17250,USD
e5674d1a-3f60-412b-8fc9-bcca117d29ec-20,e5674d1a-3f60-412b-8fc9-bcca117d29ec,20,PART005,460,Each,Active,69000,USD
e5674d1a-3f60-412b-8fc9-bcca117d29ec-30,e5674d1a-3f60-412b-8fc9-bcca117d29ec,30,PART004,410,Each,Active,71750,USD
e57140c0-0e84-4001-8088-211f98d452d0-10,e57140c0-0e84-4001-8088-211f98d452d0,10,PART006,80,Each,Active,16000,USD
4754b9ed-8cfb-47f3-a971-4c80b36705ac-10,4754b9ed-8cfb-47f3-a971-4c80b36705ac,10,PART003-3,410,Each,Active,82000,USD
4754b9ed-8cfb-47f3-a971-4c80b36705ac-20,4754b9ed-8cfb-47f3-a971-4c80b36705ac,20,PART003-1,190,Each,Active,19000,USD
c275c47f-3b7e-4e2e-8b57-bc6594a52200-10,c275c47f-3b7e-4e2e-8b57-bc6594a52200,10,PART003-3,280,Each,Active,56000,USD
a785d149-3557-4485-a2f8-9420bd764a18-10,a785d149-3557-4485-a2f8-9420bd764a18,10,PART003-2,330,Each,Active,49500,USD
a785d149-3557-4485-a2f8-9420bd764a18-20,a785d149-3557-4485-a2f8-9420bd764a18,20,PART003-1,220,Each,Active,22000,USD
a785d149-3557-4485-a2f8-9420bd764a18-30,a785d149-3557-4485-a2f8-9420bd764a18,30,PART004,490,Each,Active,85750,USD
1360c47c-1fcf-43fd-bd45-c93cbeb8b896-10,1360c47c-1fcf-43fd-bd45-c93cbeb8b896,10,PART006,480,Each,Active,96000,USD
1360c47c-1fcf-43fd-bd45-c93cbeb8b896-20,1360c47c-1fcf-43fd-bd45-c93cbeb8b896,20,PART001,450,Each,Active,101250,USD
1360c47c-1fcf-43fd-bd45-c93cbeb8b896-30,1360c47c-1fcf-43fd-bd45-c93cbeb8b896,30,PART003,440,Each,Active,66000,USD
1f757646-93b9-4c4c-8895-4243047d27a1-10,1f757646-93b9-4c4c-8895-4243047d27a1,10,PART003,110,Each,Active,16500,USD
015d9dce-f48b-472a-b121-ca02ece23906-10,015d9dce-f48b-472a-b121-ca02ece23906,10,PART003,350,Each,Active,52500,USD
015d9dce-f48b-472a-b121-ca02ece23906-20,015d9dce-f48b-472a-b121-ca02ece23906,20,PART001,90,Each,Active,20250,USD
015d9dce-f48b-472a-b121-ca02ece23906-30,015d9dce-f48b-472a-b121-ca02ece23906,30,PART005,500,Each,Active,75000,USD
07a03707-f8b9-4009-b5b7-2c282e893257-10,07a03707-f8b9-4009-b5b7-2c282e893257,10,PART003-2,100,Each,Active,15000,USD
07a03707-f8b9-4009-b5b7-2c282e893257-20,07a03707-f8b9-4009-b5b7-2c282e893257,20,PART003-3,50,Each,Active,10000,USD
67e8f1fe-df3c-4d6b-b2d4-158558cfec51-10,67e8f1fe-df3c-4d6b-b2d4-158558cfec51,10,PART003-3,240,Each,Active,48000,USD
20f86888-9322-4429-8d76-b9b60564ad39-10,20f86888-9322-4429-8d76-b9b60564ad39,10,PART003-3,160,Each,Active,32000,USD
e8350590-3cf2-41db-bd93-4a3f9cd55af4-10,e8350590-3cf2-41db-bd93-4a3f9cd55af4,10,PART006,120,Each,Active,24000,USD
e8350590-3cf2-41db-bd93-4a3f9cd55af4-20,e8350590-3cf2-41db-bd93-4a3f9cd55af4,20,PART002,50,Each,Active,3750,USD
f4c6c32d-1512-4ff3-83f9-8eeb605ebb0c-10,f4c6c32d-1512-4ff3-83f9-8eeb605ebb0c,10,PART003,270,Each,Active,40500,USD
f4c6c32d-1512-4ff3-83f9-8eeb605ebb0c-20,f4c6c32d-1512-4ff3-83f9-8eeb605ebb0c,20,PART002,300,Each,Active,22500,USD
24aeb3ba-f917-448a-b09b-543ae7d4aaf1-10,24aeb3ba-f917-448a-b09b-543ae7d4aaf1,10,PART003-1,270,Each,Active,27000,USD
24aeb3ba-f917-448a-b09b-543ae7d4aaf1-20,24aeb3ba-f917-448a-b09b-543ae7d4aaf1,20,PART002,130,Each,Active,9750,USD
cba1e35a-658e-4f42-a3a2-2b28ed4cca67-10,cba1e35a-658e-4f42-a3a2-2b28ed4cca67,10,PART005,80,Each,Active,12000,USD
cba1e35a-658e-4f42-a3a2-2b28ed4cca67-20,cba1e35a-658e-4f42-a3a2-2b28ed4cca67,20,PART003-2,140,Each,Active,21000,USD
cba1e35a-658e-4f42-a3a2-2b28ed4cca67-30,cba1e35a-658e-4f42-a3a2-2b28ed4cca67,30,PART002,240,Each,Active,18000,USD
f18b5b5b-e903-4dd4-bd71-95e21d9c01cf-10,f18b5b5b-e903-4dd4-bd71-95e21d9c01cf,10,PART002,340,Each,Active,25500,USD
1097e024-8493-4677-99d5-afd054ce8982-10,1097e024-8493-4677-99d5-afd054ce8982,10,PART003-1,130,Each,Active,13000,USD
1097e024-8493-4677-99d5-afd054ce8982-20,1097e024-8493-4677-99d5-afd054ce8982,20,PART001,180,Each,Active,40500,USD
6aeb0451-ecb0-477d-b142-387e6f6b1f02-10,6aeb0451-ecb0-477d-b142-387e6f6b1f02,10,PART003,500,Each,Active,75000,USD
6aeb0451-ecb0-477d-b142-387e6f6b1f02-20,6aeb0451-ecb0-477d-b142-387e6f6b1f02,20,PART001,380,Each,Active,85500,USD
88bae844-e918-4803-abeb-5fbbd07c1f47-10,88bae844-e918-4803-abeb-5fbbd07c1f47,10,PART004,370,Each,Active,64750,USD
88bae844-e918-4803-abeb-5fbbd07c1f47-20,88bae844-e918-4803-abeb-5fbbd07c1f47,20,PART002,130,Each,Active,9750,USD
88bae844-e918-4803-abeb-5fbbd07c1f47-30,88bae844-e918-4803-abeb-5fbbd07c1f47,30,PART003,440,Each,Active,66000,USD
43ad557e-2353-4226-a51e-67dba2d6133a-10,43ad557e-2353-4226-a51e-67dba2d6133a,10,PART005,470,Each,Active,70500,USD
bf1f2373-4579-49a6-8238-a8b2b4ba453a-10,bf1f2373-4579-49a6-8238-a8b2b4ba453a,10,PART003-1,80,Each,Active,8000,USD
bf1f2373-4579-49a6-8238-a8b2b4ba453a-20,bf1f2373-4579-49a6-8238-a8b2b4ba453a,20,PART005,140,Each,Active,21000,USD
bf1f2373-4579-49a6-8238-a8b2b4ba453a-30,bf1f2373-4579-49a6-8238-a8b2b4ba453a,30,PART002,70,Each,Active,5250,USD
063e89cd-a202-411f-bc31-2fba29706337-10,063e89cd-a202-411f-bc31-2fba29706337,10,PART002,260,Each,Active,19500,USD
063e89cd-a202-411f-bc31-2fba29706337-20,063e89cd-a202-411f-bc31-2fba29706337,20,PART003-2,210,Each,Active,31500,USD
2b5aa27a-4d94-44fa-8cb4-e56290649882-10,2b5aa27a-4d94-44fa-8cb4-e56290649882,10,PART002,350,Each,Active,26250,USD
2b5aa27a-4d94-44fa-8cb4-e56290649882-20,2b5aa27a-4d94-44fa-8cb4-e56290649882,20,PART003-3,420,Each,Active,84000,USD
2b5aa27a-4d94-44fa-8cb4-e56290649882-30,2b5aa27a-4d94-44fa-8cb4-e56290649882,30,PART001,160,Each,Active,36000,USD
d82e093d-d81c-4219-9089-069943ecaaab-10,d82e093d-d81c-4219-9089-069943ecaaab,10,PART006,270,Each,Active,54000,USD
d82e093d-d81c-4219-9089-069943ecaaab-20,d82e093d-d81c-4219-9089-069943ecaaab,20,PART003-3,500,Each,Active,100000,USD
c44cf10a-c592-4528-97f2-4998da80d32b-10,c44cf10a-c592-4528-97f2-4998da80d32b,10,PART005,310,Each,Active,46500,USD
c44cf10a-c592-4528-97f2-4998da80d32b-20,c44cf10a-c592-4528-97f2-4998da80d32b,20,PART003-1,150,Each,Active,15000,USD
c44cf10a-c592-4528-97f2-4998da80d32b-30,c44cf10a-c592-4528-97f2-4998da80d32b,30,PART003,170,Each,Active,25500,USD
bf0d0eea-2728-4a1b-a2bd-34cd42d02ed6-10,bf0d0eea-2728-4a1b-a2bd-34cd42d02ed6,10,PART003-3,70,Each,Active,14000,USD
bf0d0eea-2728-4a1b-a2bd-34cd42d02ed6-20,bf0d0eea-2728-4a1b-a2bd-34cd42d02ed6,20,PART006,110,Each,Active,22000,USD
79052b9b-adcc-4982-ad55-27ed7fcaea11-10,79052b9b-adcc-4982-ad55-27ed7fcaea11,10,PART005,470,Each,Active,70500,USD
79052b9b-adcc-4982-ad55-27ed7fcaea11-20,79052b9b-adcc-4982-ad55-27ed7fcaea11,20,PART006,70,Each,Active,14000,USD
79052b9b-adcc-4982-ad55-27ed7fcaea11-30,79052b9b-adcc-4982-ad55-27ed7fcaea11,30,PART003-3,490,Each,Active,98000,USD
9b233c76-1a37-4678-831d-ecb70a3c5884-10,9b233c76-1a37-4678-831d-ecb70a3c5884,10,PART003-2,240,Each,Active,36000,USD
524bc7a9-477e-4648-a932-b2265efb0e7e-10,524bc7a9-477e-4648-a932-b2265efb0e7e,10,PART003-1,410,Each,Active,41000,USD
524bc7a9-477e-4648-a932-b2265efb0e7e-20,524bc7a9-477e-4648-a932-b2265efb0e7e,20,PART006,260,Each,Active,52000,USD
cc47e02f-96cd-424d-baa8-67db42c09458-10,cc47e02f-96cd-424d-baa8-67db42c09458,10,PART006,180,Each,Active,36000,USD
b7e68a8b-0065-420e-b15e-5dd7a426a8c4-10,b7e68a8b-0065-420e-b15e-5dd7a426a8c4,10,PART003-1,190,Each,Active,19000,USD
b7e68a8b-0065-420e-b15e-5dd7a426a8c4-20,b7e68a8b-0065-420e-b15e-5dd7a426a8c4,20,PART004,460,Each,Active,80500,USD
904133ad-f4a0-44fe-82bb-4913f70ccf21-10,904133ad-f4a0-44fe-82bb-4913f70ccf21,10,PART006,490,Each,Active,98000,USD
22f081eb-d72b-4fb0-84dc-9e9848bfdc96-10,22f081eb-d72b-4fb0-84dc-9e9848bfdc96,10,PART002,480,Each,Active,36000,USD
22f081eb-d72b-4fb0-84dc-9e9848bfdc96-20,22f081eb-d72b-4fb0-84dc-9e9848bfdc96,20,PART003-1,210,Each,Active,21000,USD
22f081eb-d72b-4fb0-84dc-9e9848bfdc96-30,22f081eb-d72b-4fb0-84dc-9e9848bfdc96,30,PART006,170,Each,Active,34000,USD
92d70d2a-142b-4e63-9267-a2db1bff349e-10,92d70d2a-142b-4e63-9267-a2db1bff349e,10,PART003-3,60,Each,Active,12000,USD
92d70d2a-142b-4e63-9267-a2db1bff349e-20,92d70d2a-142b-4e63-9267-a2db1bff349e,20,PART003,300,Each,Active,45000,USD
92d70d2a-142b-4e63-9267-a2db1bff349e-30,92d70d2a-142b-4e63-9267-a2db1bff349e,30,PART002,280,Each,Active,21000,USD
ca386d18-7c09-4975-8076-a2b2e9a1b0b7-10,ca386d18-7c09-4975-8076-a2b2e9a1b0b7,10,PART002,240,Each,Active,18000,USD
ca386d18-7c09-4975-8076-a2b2e9a1b0b7-20,ca386d18-7c09-4975-8076-a2b2e9a1b0b7,20,PART004,430,Each,Active,75250,USD
ca386d18-7c09-4975-8076-a2b2e9a1b0b7-30,ca386d18-7c09-4975-8076-a2b2e9a1b0b7,30,PART005,410,Each,Active,61500,USD
1edca6e8-7a5c-4c10-b10f-538d2f658e2c-10,1edca6e8-7a5c-4c10-b10f-538d2f658e2c,10,PART006,440,Each,Active,88000,USD
1edca6e8-7a5c-4c10-b10f-538d2f658e2c-20,1edca6e8-7a5c-4c10-b10f-538d2f658e2c,20,PART003-3,180,Each,Active,36000,USD
5baf40bc-9712-4f69-8d96-76f52068babc-10,5baf40bc-9712-4f69-8d96-76f52068babc,10,PART002,450,Each,Active,33750,USD
5baf40bc-9712-4f69-8d96-76f52068babc-20,5baf40bc-9712-4f69-8d96-76f52068babc,20,PART005,490,Each,Active,73500,USD
5baf40bc-9712-4f69-8d96-76f52068babc-30,5baf40bc-9712-4f69-8d96-76f52068babc,30,PART003-3,220,Each,Active,44000,USD
3dae1317-945f-40a0-a5de-9374aad563dd-10,3dae1317-945f-40a0-a5de-9374aad563dd,10,PART003-2,190,Each,Active,28500,USD
3dae1317-945f-40a0-a5de-9374aad563dd-20,3dae1317-945f-40a0-a5de-9374aad563dd,20,PART006,460,Each,Active,92000,USD
fe60aafe-dbec-40cd-8ddf-7c63282bf739-10,fe60aafe-dbec-40cd-8ddf-7c63282bf739,10,PART001,270,Each,Active,60750,USD
a0b2bd26-cba1-4928-a81a-4d239f8c329a-10,a0b2bd26-cba1-4928-a81a-4d239f8c329a,10,PART006,90,Each,Active,18000,USD
a0b2bd26-cba1-4928-a81a-4d239f8c329a-20,a0b2bd26-cba1-4928-a81a-4d239f8c329a,20,PART005,100,Each,Active,15000,USD
960a1791-5464-4cc5-8065-20ebddcb548d-10,960a1791-5464-4cc5-8065-20ebddcb548d,10,PART003-2,460,Each,Active,69000,USD
960a1791-5464-4cc5-8065-20ebddcb548d-20,960a1791-5464-4cc5-8065-20ebddcb548d,20,PART005,420,Each,Active,63000,USD
8b018169-fa05-4a3a-941e-5a2c130b191f-10,8b018169-fa05-4a3a-941e-5a2c130b191f,10,PART003-2,70,Each,Active,10500,USD
8b018169-fa05-4a3a-941e-5a2c130b191f-20,8b018169-fa05-4a3a-941e-5a2c130b191f,20,PART005,450,Each,Active,67500,USD
0efd87d2-7754-4cd3-a285-e5028760381e-10,0efd87d2-7754-4cd3-a285-e5028760381e,10,PART003-1,480,Each,Active,48000,USD
0efd87d2-7754-4cd3-a285-e5028760381e-20,0efd87d2-7754-4cd3-a285-e5028760381e,20,PART003-2,310,Each,Active,46500,USD
de98e4d3-9e07-4656-a90d-8035fa2d54f1-10,de98e4d3-9e07-4656-a90d-8035fa2d54f1,10,PART003,200,Each,Active,30000,USD
de98e4d3-9e07-4656-a90d-8035fa2d54f1-20,de98e4d3-9e07-4656-a90d-8035fa2d54f1,20,PART005,50,Each,Active,7500,USD
de98e4d3-9e07-4656-a90d-8035fa2d54f1-30,de98e4d3-9e07-4656-a90d-8035fa2d54f1,30,PART003-2,260,Each,Active,39000,USD
d98c87c7-fc39-4886-8d17-3bbe7efc55eb-10,d98c87c7-fc39-4886-8d17-3bbe7efc55eb,10,PART003,360,Each,Active,54000,USD
5ccaa53f-1bef-4420-b0cf-07767a83a073-10,5ccaa53f-1bef-4420-b0cf-07767a83a073,10,PART002,350,Each,Active,26250,USD
5ccaa53f-1bef-4420-b0cf-07767a83a073-20,5ccaa53f-1bef-4420-b0cf-07767a83a073,20,PART004,430,Each,Active,75250,USD
5ccaa53f-1bef-4420-b0cf-07767a83a073-30,5ccaa53f-1bef-4420-b0cf-07767a83a073,30,PART001,140,Each,Active,31500,USD
5f560701-970a-4712-bfe5-b50332bc8243-10,5f560701-970a-4712-bfe5-b50332bc8243,10,PART004,190,Each,Active,33250,USD
5f560701-970a-4712-bfe5-b50332bc8243-20,5f560701-970a-4712-bfe5-b50332bc8243,20,PART005,130,Each,Active,19500,USD
5f560701-970a-4712-bfe5-b50332bc8243-30,5f560701-970a-4712-bfe5-b50332bc8243,30,PART001,450,Each,Active,101250,USD
89f2ecc9-0e9a-4822-98eb-cd1a5ac4a93b-10,89f2ecc9-0e9a-4822-98eb-cd1a5ac4a93b,10,PART003-3,450,Each,Active,90000,USD
89f2ecc9-0e9a-4822-98eb-cd1a5ac4a93b-20,89f2ecc9-0e9a-4822-98eb-cd1a5ac4a93b,20,PART003-1,220,Each,Active,22000,USD
89f2ecc9-0e9a-4822-98eb-cd1a5ac4a93b-30,89f2ecc9-0e9a-4822-98eb-cd1a5ac4a93b,30,PART006,320,Each,Active,64000,USD
89e68d28-4a73-4a2f-a80d-155baaf22d7c-10,89e68d28-4a73-4a2f-a80d-155baaf22d7c,10,PART003-3,300,Each,Active,60000,USD
89e68d28-4a73-4a2f-a80d-155baaf22d7c-20,89e68d28-4a73-4a2f-a80d-155baaf22d7c,20,PART003,380,Each,Active,57000,USD
89e68d28-4a73-4a2f-a80d-155baaf22d7c-30,89e68d28-4a73-4a2f-a80d-155baaf22d7c,30,PART001,360,Each,Active,81000,USD
befb1488-7ab8-4484-bd48-ae664f28d031-10,befb1488-7ab8-4484-bd48-ae664f28d031,10,PART003-2,180,Each,Active,27000,USD
d1feedd5-f6f4-4ebe-9260-4992b74a9c18-10,d1feedd5-f6f4-4ebe-9260-4992b74a9c18,10,PART004,450,Each,Active,78750,USD
26abfc22-2a7f-4de9-9196-292469cb351b-10,26abfc22-2a7f-4de9-9196-292469cb351b,10,PART003-1,160,Each,Active,16000,USD
e6c28910-aa2c-417c-b027-32a4b525b41f-10,e6c28910-aa2c-417c-b027-32a4b525b41f,10,PART004,290,Each,Active,50750,USD
e6c28910-aa2c-417c-b027-32a4b525b41f-20,e6c28910-aa2c-417c-b027-32a4b525b41f,20,PART003,370,Each,Active,55500,USD
e6c28910-aa2c-417c-b027-32a4b525b41f-30,e6c28910-aa2c-417c-b027-32a4b525b41f,30,PART003-2,370,Each,Active,55500,USD
29e634a3-6999-49ad-ade3-35187d299280-10,29e634a3-6999-49ad-ade3-35187d299280,10,PART003-1,200,Each,Active,20000,USD
29e634a3-6999-49ad-ade3-35187d299280-20,29e634a3-6999-49ad-ade3-35187d299280,20,PART001,210,Each,Active,47250,USD
f1ff05f1-ad9e-46b4-9fdb-7b5b88e31dee-10,f1ff05f1-ad9e-46b4-9fdb-7b5b88e31dee,10,PART002,380,Each,Active,28500,USD
a95a55ce-1f7d-41f4-bb0b-a9054ae7fa6f-10,a95a55ce-1f7d-41f4-bb0b-a9054ae7fa6f,10,PART003-3,480,Each,Active,96000,USD
a95a55ce-1f7d-41f4-bb0b-a9054ae7fa6f-20,a95a55ce-1f7d-41f4-bb0b-a9054ae7fa6f,20,PART001,190,Each,Active,42750,USD
07b9ff7b-c3a9-4344-9b8f-1097a2bcb06c-10,07b9ff7b-c3a9-4344-9b8f-1097a2bcb06c,10,PART004,130,Each,Active,22750,USD
06059229-8470-4e9a-903e-9c50303f0a60-10,06059229-8470-4e9a-903e-9c50303f0a60,10,PART003,480,Each,Active,72000,USD
64a8c275-44e1-4b63-aa5f-96b58283d882-10,64a8c275-44e1-4b63-aa5f-96b58283d882,10,PART002,100,Each,Active,7500,USD
343c3a76-556c-4702-897b-59f876dfe020-10,343c3a76-556c-4702-897b-59f876dfe020,10,PART003-1,370,Each,Active,37000,USD
b8f139f0-c12f-46cb-a8d4-6ef222ba3e66-10,b8f139f0-c12f-46cb-a8d4-6ef222ba3e66,10,PART003-2,450,Each,Active,67500,USD
b8f139f0-c12f-46cb-a8d4-6ef222ba3e66-20,b8f139f0-c12f-46cb-a8d4-6ef222ba3e66,20,PART003,250,Each,Active,37500,USD
b1006985-e4cb-46de-9747-cb24c8c95576-10,b1006985-e4cb-46de-9747-cb24c8c95576,10,PART003-2,180,Each,Active,27000,USD
b1006985-e4cb-46de-9747-cb24c8c95576-20,b1006985-e4cb-46de-9747-cb24c8c95576,20,PART005,200,Each,Active,30000,USD
6a522fa6-c529-40bb-baa7-ae1f6f5dda89-10,6a522fa6-c529-40bb-baa7-ae1f6f5dda89,10,PART006,120,Each,Active,24000,USD
6a522fa6-c529-40bb-baa7-ae1f6f5dda89-20,6a522fa6-c529-40bb-baa7-ae1f6f5dda89,20,PART003-1,390,Each,Active,39000,USD
49c588b3-11c5-476c-b685-fab383c81c00-10,49c588b3-11c5-476c-b685-fab383c81c00,10,PART003-2,400,Each,Active,60000,USD
49c588b3-11c5-476c-b685-fab383c81c00-20,49c588b3-11c5-476c-b685-fab383c81c00,20,PART005,330,Each,Active,49500,USD
1d8f0da8-8500-4ccd-b6ce-b76a94d73338-10,1d8f0da8-8500-4ccd-b6ce-b76a94d73338,10,PART002,500,Each,Active,37500,USD
1d8f0da8-8500-4ccd-b6ce-b76a94d73338-20,1d8f0da8-8500-4ccd-b6ce-b76a94d73338,20,PART003-3,460,Each,Active,92000,USD
1d8f0da8-8500-4ccd-b6ce-b76a94d73338-30,1d8f0da8-8500-4ccd-b6ce-b76a94d73338,30,PART004,400,Each,Active,70000,USD
c5dd1c23-192d-4966-b741-078900c2bc98-10,c5dd1c23-192d-4966-b741-078900c2bc98,10,PART002,490,Each,Active,36750,USD
c5dd1c23-192d-4966-b741-078900c2bc98-20,c5dd1c23-192d-4966-b741-078900c2bc98,20,PART006,450,Each,Active,90000,USD
fff84d02-73d1-4f97-8eae-e3420264af49-10,fff84d02-73d1-4f97-8eae-e3420264af49,10,PART003-1,150,Each,Active,15000,USD
229b7e47-7202-4f54-a5bb-72fde96f13a6-10,229b7e47-7202-4f54-a5bb-72fde96f13a6,10,PART006,60,Each,Active,12000,USD
229b7e47-7202-4f54-a5bb-72fde96f13a6-20,229b7e47-7202-4f54-a5bb-72fde96f13a6,20,PART001,290,Each,Active,65250,USD
0f25ea64-7e6b-4516-94d6-90a573b4afb1-10,0f25ea64-7e6b-4516-94d6-90a573b4afb1,10,PART003,300,Each,Active,45000,USD
0f25ea64-7e6b-4516-94d6-90a573b4afb1-20,0f25ea64-7e6b-4516-94d6-90a573b4afb1,20,PART003-1,330,Each,Active,33000,USD
0f25ea64-7e6b-4516-94d6-90a573b4afb1-30,0f25ea64-7e6b-4516-94d6-90a573b4afb1,30,PART002,100,Each,Active,7500,USD
3c347a6d-7729-43b9-a3d4-d17161d248ce-10,3c347a6d-7729-43b9-a3d4-d17161d248ce,10,PART004,60,Each,Active,10500,USD
3c347a6d-7729-43b9-a3d4-d17161d248ce-20,3c347a6d-7729-43b9-a3d4-d17161d248ce,20,PART003-2,270,Each,Active,40500,USD
3c347a6d-7729-43b9-a3d4-d17161d248ce-30,3c347a6d-7729-43b9-a3d4-d17161d248ce,30,PART001,310,Each,Active,69750,USD
3429d334-6359-4763-993c-2a1c9318edd4-10,3429d334-6359-4763-993c-2a1c9318edd4,10,PART003-2,170,Each,Active,25500,USD
3429d334-6359-4763-993c-2a1c9318edd4-20,3429d334-6359-4763-993c-2a1c9318edd4,20,PART004,370,Each,Active,64750,USD
3429d334-6359-4763-993c-2a1c9318edd4-30,3429d334-6359-4763-993c-2a1c9318edd4,30,PART006,90,Each,Active,18000,USD
94362187-c138-410f-9d0b-cfcd0e062a12-10,94362187-c138-410f-9d0b-cfcd0e062a12,10,PART004,220,Each,Active,38500,USD
ea2878b3-9570-41cf-8f41-6f47d85f21ad-10,ea2878b3-9570-41cf-8f41-6f47d85f21ad,10,PART003-3,100,Each,Active,20000,USD
ea2878b3-9570-41cf-8f41-6f47d85f21ad-20,ea2878b3-9570-41cf-8f41-6f47d85f21ad,20,PART001,500,Each,Active,112500,USD
76875215-f627-4ec9-aded-c6c1b5969d51-10,76875215-f627-4ec9-aded-c6c1b5969d51,10,PART006,260,Each,Active,52000,USD
3b273869-4e3a-4324-804d-8af3475fa937-10,3b273869-4e3a-4324-804d-8af3475fa937,10,PART003-2,270,Each,Active,40500,USD
3b273869-4e3a-4324-804d-8af3475fa937-20,3b273869-4e3a-4324-804d-8af3475fa937,20,PART003-1,440,Each,Active,44000,USD
428d47c9-85e5-40fb-b86a-cfd74b3b9dad-10,428d47c9-85e5-40fb-b86a-cfd74b3b9dad,10,PART005,250,Each,Active,37500,USD
250daa0a-365a-4ec9-9d3c-2d2bda9365b6-10,250daa0a-365a-4ec9-9d3c-2d2bda9365b6,10,PART003-2,300,Each,Active,45000,USD
e502eb1d-bc95-4c22-9fa4-3d95ed6b2ce7-10,e502eb1d-bc95-4c22-9fa4-3d95ed6b2ce7,10,PART006,320,Each,Active,64000,USD
848ee89c-bf61-484b-b4bd-7cb8c3ab5f89-10,848ee89c-bf61-484b-b4bd-7cb8c3ab5f89,10,PART006,450,Each,Active,90000,USD
848ee89c-bf61-484b-b4bd-7cb8c3ab5f89-20,848ee89c-bf61-484b-b4bd-7cb8c3ab5f89,20,PART003-2,290,Each,Active,43500,USD
848ee89c-bf61-484b-b4bd-7cb8c3ab5f89-30,848ee89c-bf61-484b-b4bd-7cb8c3ab5f89,30,PART002,240,Each,Active,18000,USD
f6957fa3-ad43-450a-b827-cf2200f07c27-10,f6957fa3-ad43-450a-b827-cf2200f07c27,10,PART001,190,Each,Active,42750,USD
bd55b0b0-1798-4264-9fa4-a000b8909cbc-10,bd55b0b0-1798-4264-9fa4-a000b8909cbc,10,PART003-2,320,Each,Active,48000,USD
bd55b0b0-1798-4264-9fa4-a000b8909cbc-20,bd55b0b0-1798-4264-9fa4-a000b8909cbc,20,PART003,200,Each,Active,30000,USD
bd55b0b0-1798-4264-9fa4-a000b8909cbc-30,bd55b0b0-1798-4264-9fa4-a000b8909cbc,30,PART003-3,270,Each,Active,54000,USD
ec291aa4-b481-4024-99f2-ea3ecf86e7c0-10,ec291aa4-b481-4024-99f2-ea3ecf86e7c0,10,PART003,140,Each,Active,21000,USD
ec291aa4-b481-4024-99f2-ea3ecf86e7c0-20,ec291aa4-b481-4024-99f2-ea3ecf86e7c0,20,PART001,390,Each,Active,87750,USD
ec291aa4-b481-4024-99f2-ea3ecf86e7c0-30,ec291aa4-b481-4024-99f2-ea3ecf86e7c0,30,PART003-2,300,Each,Active,45000,USD
0275ea42-3611-4323-a8c9-233a2b0e0c5c-10,0275ea42-3611-4323-a8c9-233a2b0e0c5c,10,PART006,250,Each,Active,50000,USD
0275ea42-3611-4323-a8c9-233a2b0e0c5c-20,0275ea42-3611-4323-a8c9-233a2b0e0c5c,20,PART001,300,Each,Active,67500,USD
c4ad2dbc-5fee-4561-b625-9decbbc3acb6-10,c4ad2dbc-5fee-4561-b625-9decbbc3acb6,10,PART004,370,Each,Active,64750,USD
